subscription_id,project_id__hashed,plan_id,reporting_date,subscription_period_start,subscription_period_end,subscription_period_number,cumulative_data_usage_megabyte,cumulative_voice_usage_minutes,cumulative_sms_usage,number_of_addons_activated
sub_ca6461efcb537e54039e87d0bf8a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,411.983872,337.0,250.000000000,0
sub_aab23b78818368cdd3ff3d6f4614,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_d2778db21b26a48a732570150230,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,241.23494399999998,531.0,378.000000000,0
sub_582550eb0adbf7379f74421b8b17,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,240.334848,20.0,23.000000000,0
sub_c1785a7c655d37177eab4b6ed745,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,3380.29568,244.0,133.000000000,0
sub_11741a42928731fb6d7b05014a4a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,386.092032,137.0,30.000000000,0
sub_8d7411b090933676bf5c8721cd10,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1367.5714560000001,1031.0,270.000000000,0
sub_8fa0395ac082128708676cebc8d3,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,166.73792,381.0,213.000000000,0
sub_91973b8f34656e86d6e584712d4e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,142.106624,0.0,0.000000000,0
sub_e0583fda59fd9d44585b0fc2640f,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,239.82387200000002,265.0,176.000000000,0
sub_d6c58ceae6243cbfe7a825df7e5d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1115.54048,2351.0,132.000000000,0
sub_ce256cf2b41dbb5fbeddd12bbbf4,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,417.05062399999997,59.0,1479.000000000,0
sub_6fa117e009a6b94d88fcec6ca84d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_212c68fe390c099403dba2524a74,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,309.112832,11.0,119.000000000,0
sub_a2ac25d8ab05ae3226be0aabca5a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,352.827392,2.0,223.000000000,0
sub_c1b162eef0e1b48e7935e1f3b9fa,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,8.594432000000001,0.0,3.000000000,0
sub_873dd0bad5053496694bdcb7910c,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,298.329088,755.0,703.000000000,0
sub_97b765e8e21b93e10a3d70eddf31,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_2e9f68d2f0e522d0745e1dfb285b,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,5,191.55763199999998,127.0,434.000000000,0
sub_78e7b1895525a4bb85cc6fd772f7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,330.34854399999995,0.0,2.000000000,0
sub_50e0e30ad46202497dba560ab522,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,224.82944,561.0,1039.000000000,0
sub_5be4f358f31d41ff47c22f638036,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_99bb02d37a1426ae7f574e4637d5,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1121.918976,279.0,309.000000000,0
sub_81ce9cd4cbdd45bb410e9e1c1a4e,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,7.601152000000001,0.0,0.000000000,0
sub_44e55d5c0e1c75c7b602c069d950,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,188.2624,7.0,21.000000000,0
sub_77954d21be60b535f9685dcc7d7a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1004.4610560000001,137.0,109.000000000,0
sub_0fa233024126a410b675075fde6d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,610.23744,901.0,1031.000000000,0
sub_44fd957bc83bcf5d6bfe905ca4ed,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,266.17856,262.0,327.000000000,0
sub_f2aadc907248b76020f9843e29e0,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_3a11ce5509886adff6d8e136d8b8,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,442.877952,290.0,1801.000000000,0
sub_72a51c1242e4d62dc13f61c3b21a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,4,0.0,2.0,0.000000000,0
sub_d30f00a3e04253bb5c0a8c426979,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,503.60729599999996,1004.0,1182.000000000,0
sub_61c4dc379071a0d6713c7e358299,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1070.000128,591.0,445.000000000,0
sub_12dd5fa36b1fc019632f220cedc9,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,153.024512,158.0,172.000000000,0
sub_bdf64c4ed62166c18fa7c08ead53,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_5eed949d74bccd9f919575d41fa2,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,560.205824,561.0,365.000000000,0
sub_371796663b201d55d174ddccd435,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1236.035584,402.0,443.000000000,0
sub_af3e717eba88a5c136ed6f693f92,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,193.349632,36.0,135.000000000,0
sub_8ff2696e7f9d1b9596a8b084e3fb,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,276.81894400000004,241.0,254.000000000,0
sub_c62cdbfc94113fe619364d76c052,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,192.734208,77.0,95.000000000,0
sub_cd7c37cfa92337856f1551538e8d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,241.86163199999996,54.0,1878.000000000,0
sub_1f47cf995a5c20952788526cf706,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,132.140032,20.0,0.000000000,0
sub_b67dbdb70f9fac79066e57c44113,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,392.228864,455.0,390.000000000,0
sub_ef6ca2949a45db9e840596c5a5a7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.8816640000000001,0.0,0.000000000,0
sub_9b8b9fc5567ca2d9ce837c7c13a1,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_af7b4a30086929d37e7f4eb3daed,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,2299.60192,192.0,9.000000000,0
sub_e2610412f1143d7c0d9de816c3d1,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,182.86182399999998,2.0,1.000000000,0
sub_78e07267c8e3779f83ec393883ee,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,4455.3984,201.0,340.000000000,0
sub_498f9fcbf5089cfe649e39ceb3e7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,8.000000000,0
sub_8400f8e238c6b10e2f2b19a334d4,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,64.031744,3.0,58.000000000,0
sub_7061bc284ef4018ee25f2d829b95,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,562.620416,523.0,406.000000000,0
sub_5e5a0bcc09580e9ef7b990276984,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,207.51872,376.0,179.000000000,0
sub_64d20ad9dd1ae6971b739622371c,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,290.660352,30.0,29.000000000,0
sub_7aaaf342981ed9729cf8749dca38,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_71985d1f9c84b3fd7ecc27208922,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,2,0.0,0.0,0.000000000,0
sub_b02929dcde00d9901e7ffa30baea,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,357.7344,172.0,702.000000000,0
sub_c628a5f8d00b335ee265c7f11398,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1085.18912,470.0,209.000000000,0
sub_7819ebf3f994bccd9cacca8e3843,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,254.77324800000002,31.0,62.000000000,0
sub_29e5bfe853a6c8ad72dad430ac7b,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_1fcb08b6cef2a02eaf843046b5d8,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1207.098368,591.0,72.000000000,0
sub_20e88cc187b11cd9033ee35d9511,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,10435.705856,877.0,583.000000000,0
sub_0d385ba7b0bd1e0f845b31cc8279,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,302.434304,425.0,835.000000000,0
sub_d61f74136cc7355621a26e0b483c,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,190.695424,59.0,273.000000000,0
sub_680d46d5dcbb1516aa8a90281f82,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,202.243072,2.0,123.000000000,0
sub_04e4a5d7a89bbeb26f46a60a6936,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,298.677248,1349.0,1566.000000000,0
sub_fc6bcf828add24774a8e6b1ba1e7,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,195.99974399999996,3.0,15.000000000,0
sub_d417d8a62d7b7450c5777dfc24bf,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1579.461632,245.0,60.000000000,0
sub_716843746cec624582e642f3fc7b,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,33715.9936,813.0,229.000000000,0
sub_598db4fa17a3464fd881f2ac8961,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1167.204352,3574.0,1735.000000000,0
sub_7a6d5057638b65b64ab801855f47,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,398.495744,468.0,374.000000000,0
sub_82ec23eb9fc54751dc9f268d5127,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,273.6384,286.0,188.000000000,0
sub_621c1d1dc7a22cd9aa69181148ad,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,122.50623999999999,0.0,0.000000000,0
sub_2e2ae622d23176697a6d5da21753,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.226304,0.0,0.000000000,0
sub_3d131e78a33fe0c2d02b704fc5d6,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,176.232448,244.0,168.000000000,0
sub_731f98faba2968e1e4cbdb2f04ce,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,580.38784,75.0,412.000000000,0
sub_34da263738eba360cf722478b397,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,187.374592,478.0,621.000000000,0
sub_526944c88b53079e5f3175f5ddde,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,152.669184,1195.0,2282.000000000,0
sub_43d7a2f6182c58b0cd08b8d77ab5,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_50d18fec72c38a9eef23d2dd347c,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1056.1812479999999,38.0,30.000000000,0
sub_d637a6d758b22a2db322b2b30f1a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,130.532352,56.0,13.000000000,0
sub_d03841fd0ebb8ea832a83d5b53ac,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_2d94a1053bc5262e411a260ff696,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,132.655104,0.0,25.000000000,0
sub_d67f6df027f20222d46bd94b005d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1397.602304,242.0,297.000000000,0
sub_8cfd39537613e7aa9a5aef8fbe5f,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,328.077312,33.0,222.000000000,0
sub_0b36624e5563248b74adf8a3a971,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,70.996992,72.0,27.000000000,0
sub_a36a5a66191af2cd81f096e1a7bc,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,1143.68,7.0,212.000000000,0
sub_d4b9617d90d8e9a52dadcb4dc8d8,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,242.038784,304.0,125.000000000,0
sub_f48f7237e66f09f40c51bea96634,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,228.552704,125.0,130.000000000,0
sub_15e964a606e6c947f8db8b888fa8,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,316.70784000000003,1411.0,799.000000000,0
sub_4974c3fb379d96b6d8d3c4a087ba,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,149.889024,16.0,206.000000000,0
sub_ad6b9f5ddfdd04a15424310dfb52,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_785f41417aa78c9e1511886ac3a9,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_1cd630e4fedd0a5cc03eb96a986a,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,224.708608,0.0,1.000000000,0
sub_f1637dda950823c7e0050e4bcaa0,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
sub_11c6bcbc2b713cb06f3ccdce8884,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,3661.338624,928.0,112.000000000,0
sub_616e065680ab7d206caa475fe7f6,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,950.60992,227.0,206.000000000,0
sub_68144e3b65cc7595df059c01d7bf,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,217.146368,206.0,233.000000000,0
sub_7ab8a12a999d63f1facd1055758f,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,341.321728,830.0,755.000000000,0
sub_ebc390925db3850fcf68d94c7135,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_0a3b55b9abb575b023c07e617b49,2024-11-24 00:00:00,2024-10-25,2024-11-25,1,282.72128,114.0,68.000000000,0
sub_92409a096f8f55d2ecece7de372d,82728d5d3cf7f35b58bc318399c2c5caf7eeadcc37f3597cb2817a9b5a87bbf3,pln_1d3f49d61a672755efc1865c4d9a,2024-11-24 00:00:00,2024-10-25,2024-11-25,7,0.0,0.0,0.000000000,0
